   ID      X        Y         U       e(U)     B      e(B)     V      e(V)     I      e(I)
 2252    441.89   238.75    20.010   0.081  19.609   0.051  18.579   0.029  17.288   0.044
 2253   1301.43     4.38    20.568   0.083  19.615   0.056  18.326   0.043  16.792   0.046
 2254   1568.30  1243.27    19.916   0.066  19.609   0.056  18.768   0.037  17.718   0.070
 2255    925.16   872.78    20.055   0.087  19.615   0.054  18.683   0.046  17.422   0.051
 2256    382.90  1387.09    19.975   0.076  19.615   0.049  18.829   0.037  17.921   0.052
 2257    296.34   880.52    20.052   0.081  19.616   0.046  18.766   0.047  17.561   0.080
 2258   1024.61   333.73    20.033   0.082  19.618   0.067  18.812   0.044  17.681   0.049
 2259    876.11   227.99    19.890   0.047  19.620   0.057  18.678   0.045  17.396   0.049
 2260    780.74  1378.54    20.673   0.149  19.625   0.045  18.499   0.050  17.119   0.051
 2261    802.74  1142.30    19.804   0.066  19.622   0.036  18.756   0.040  17.686   0.048
 2262    677.75   294.26    19.828   0.070  19.623   0.039  18.732   0.048  17.636   0.047
 2263    847.02   996.73    19.904   0.066  19.625   0.089  18.690   0.088  17.542   0.046
 2264    173.52  1704.90    19.963   0.087  19.623   0.064  18.799   0.062  17.730   0.078
 2265    813.38   965.65    19.814   0.079  19.625   0.060  18.751   0.038  17.723   0.068
 2266    731.82  1046.54    20.056   0.067  19.625   0.043  18.794   0.045  17.754   0.052
 2267   1815.78    20.77    20.286   0.095  19.629   0.049  18.622   0.055  17.099   0.058
 2268    820.35  1080.26    19.968   0.089  19.629   0.060  18.733   0.037  17.694   0.052
 2269    584.42  1040.81    19.944   0.084  19.628   0.061  18.875   0.074  17.753   0.061
 2270    902.44  1626.22    19.849   0.079  19.633   0.032  18.749   0.045  17.831   0.060
 2271    844.67   769.57    20.056   0.099  19.641   0.054  18.599   0.056  17.444   0.049
 2272   1773.34  1577.42    20.318   0.100  19.640   0.061  18.612   0.040  17.341   0.041
 2273   1698.01  1734.34    20.140   0.069  19.637   0.059  18.889   0.044  17.812   0.070
 2274    656.19  1025.43    20.070   0.073  19.639   0.055  18.772   0.052  17.757   0.063
 2275    952.59  2043.45    19.960   0.080  19.641   0.051  18.683   0.043  17.543   0.058
 2276   1759.62   503.97    19.967   0.073  19.640   0.036  18.789   0.034  17.606   0.067
 2277    674.25  1327.40    20.003   0.097  19.646   0.048  18.542   0.044  17.428   0.049
 2278    365.51   275.29    20.355   0.104  19.647   0.047  18.486   0.030  17.132   0.048
 2279   1107.35   976.90    19.919   0.068  19.643   0.051  18.836   0.039  17.901   0.063
 2280   1258.62  1160.26    20.027   0.064  19.643   0.046  18.861   0.054  17.853   0.049
 2281    744.95  1528.67    19.996   0.082  19.649   0.056  18.713   0.049  17.717   0.039
 2282    705.58  1245.22    19.933   0.078  19.648   0.067  18.794   0.050  17.876   0.079
 2283   1176.35  1472.68    20.064   0.071  19.652   0.042  18.869   0.054  17.804   0.048
 2284    945.78  1778.59    19.749   0.073  19.655   0.054  18.765   0.042  17.731   0.066
 2285    440.83   250.39    20.067   0.106  19.657   0.044  18.690   0.039  17.478   0.044
 2286    731.47   998.15    20.294   0.093  19.655   0.034  18.840   0.054  17.848   0.056
 2287    572.72   446.55    20.232   0.080  19.662   0.039  18.629   0.041  17.408   0.057
 2288   1964.68  1041.55    19.898   0.076  19.661   0.053  18.781   0.034  17.539   0.042
 2289    393.76  2026.41    20.166   0.084  19.663   0.061  18.736   0.054  17.737   0.056
 2290   1518.72  1237.02    20.111   0.074  19.662   0.053  18.761   0.035  17.720   0.069
 2291    475.03   373.01    20.089   0.093  19.664   0.059  18.686   0.039  17.575   0.055
 2292   1096.60   129.10    19.942   0.111  19.667   0.047  18.716   0.062  17.560   0.042
 2293   1456.89  1733.66    20.504   0.125  19.669   0.060  18.627   0.047  17.279   0.041
 2294   2029.98  2024.62    20.178   0.105  19.666   0.065  18.814   0.052  17.634   0.062
 2295    713.26   344.48    20.218   0.100  19.670   0.044  18.728   0.046  17.435   0.054
 2296    163.26  1390.56    20.130   0.092  19.668   0.054  18.904   0.056  17.981   0.070
 2297    690.64   332.73    19.978   0.056  19.673   0.052  18.662   0.050  17.469   0.050
 2298   1438.89   148.22    20.043   0.070  19.674   0.043  18.852   0.059  17.777   0.069
 2299   1301.91  1215.09    19.960   0.057  19.676   0.050  18.781   0.050  17.625   0.055
 2300   1357.81  1083.62    20.185   0.087  19.678   0.048  18.818   0.043  17.622   0.049
 2301   1338.74   222.23    19.950   0.064  19.680   0.055  18.810   0.063  17.742   0.068
 2302    759.27  1061.61    20.303   0.096  19.683   0.063  18.585   0.033  17.404   0.050
 2303    679.60   371.81    19.968   0.086  19.677   0.056  18.945   0.062  17.771   0.054
 2304    504.42  1005.45    19.998   0.077  19.680   0.067  18.841   0.057  17.884   0.065
 2305    192.69   864.74    20.030   0.090  19.682   0.046  18.821   0.051  17.628   0.048
 2306    218.28   944.87    20.259   0.103  19.682   0.056  18.782   0.046  17.769   0.053
 2307   1573.73  1966.10    20.001   0.093  19.680   0.045  18.893   0.041  17.773   0.057
 2308   1523.03   468.48    19.869   0.056  19.680   0.041  18.918   0.044  17.870   0.069
 2309   1382.58  1064.31    20.064   0.068  19.683   0.054  18.773   0.043  17.633   0.053
 2310   1196.33  2019.32    20.116   0.090  19.688   0.060  18.611   0.039  17.430   0.067
 2311   1533.30  1576.02    20.636   0.133  19.691   0.052  18.504   0.044  17.099   0.039
 2312    159.20  1151.37    20.209   0.080  19.687   0.060  18.716   0.037  17.449   0.051
 2313    202.24  2034.44    19.762   0.081  19.685   0.049  18.896   0.064  17.861   0.051
 2314    797.96  1258.59    19.819   0.088  19.686   0.066  18.849   0.049  17.842   0.060
 2315    285.08   292.70    20.249   0.121  19.693   0.043  18.437   0.043  17.027   0.043
 2316    989.71  1156.51    19.874   0.075  19.688   0.051  18.785   0.050  17.730   0.072
 2317    635.85   987.24    19.753   0.071  19.689   0.053  18.748   0.045  17.735   0.049
 2318   2012.52   430.53    20.107   0.079  19.690   0.042  18.738   0.045  17.560   0.055
 2319   1459.88  1733.02    20.090   0.107  19.693   0.049  18.647   0.039  17.334   0.057
 2320    391.74  1852.99    19.917   0.080  19.691   0.063  19.042   0.061  18.014   0.072
 2321   1259.57   734.87    20.081   0.083  19.696   0.066  18.729   0.054  17.619   0.055
 2322    349.39   253.64    20.153   0.060  19.696   0.054  18.966   0.052  17.802   0.062
 2323   1580.21   553.56    20.294   0.101  19.703   0.055  18.688   0.047  17.436   0.051
 2324    453.29  1519.60    20.534   0.127  19.705   0.051  18.661   0.052  17.365   0.063
 2325   1678.95    63.37    20.303   0.099  19.705   0.067  18.692   0.038  17.497   0.054
 2326    316.08  1814.75    19.996   0.091  19.702   0.047  18.857   0.062  17.691   0.068
 2327    478.67   807.45    20.398   0.092  19.705   0.045  18.786   0.043  17.664   0.056
 2328    562.21  1198.31    20.467   0.114  19.704   0.049  18.810   0.044  17.696   0.048
 2329   1077.77  1076.74    20.085   0.078  19.704   0.060  18.904   0.054  17.907   0.057
 2330   1821.36   736.56    20.594   0.128  19.710   0.048  18.597   0.043  17.183   0.037
 2331   1690.40  1238.83    20.249   0.090  19.709   0.049  18.723   0.040  17.416   0.041
 2332   1543.32  1202.39    19.862   0.073  19.705   0.065  18.975   0.048  17.906   0.059
 2333    872.50   161.24    20.173   0.098  19.712   0.050  18.690   0.040  17.365   0.057
 2334   1772.60   600.52    20.264   0.088  19.710   0.041  18.811   0.050  17.481   0.041
 2335    491.24   527.84    20.025   0.077  19.710   0.064  18.919   0.046  17.829   0.048
 2336    365.29  1552.31    20.347   0.108  19.710   0.057  18.984   0.066  17.755   0.053
 2337   1951.36  1608.76    20.203   0.096  19.715   0.057  18.776   0.041  17.683   0.052
 2338    830.07  1438.04    20.332   0.081  19.713   0.048  18.882   0.041  17.686   0.054
 2339   1399.33   649.76    20.142   0.073  19.711   0.050  19.122   0.069  17.899   0.060
 2340   1160.02   867.47    20.017   0.086  19.713   0.048  19.035   0.058  17.937   0.058
 2341    430.48   959.84    19.990   0.077  19.715   0.047  18.903   0.071  17.886   0.090
 2342   1358.50  1669.88    20.398   0.114  19.719   0.042  18.651   0.045  17.498   0.049
 2343    926.67   341.99    20.020   0.071  19.716   0.037  18.800   0.039  17.702   0.060
 2344   1983.72  1693.53    20.393   0.106  19.725   0.055  18.523   0.034  17.251   0.047
 2345    283.67   159.32    20.388   0.085  19.721   0.062  18.809   0.049  17.538   0.044
 2346    353.09  1573.82    20.285   0.108  19.721   0.056  18.805   0.046  17.548   0.048
 2347    973.86  1148.66    20.562   0.117  19.728   0.047  18.510   0.033  17.095   0.039
 2348   1991.52  1355.77    20.203   0.089  19.720   0.059  18.993   0.040  17.915   0.072
 2349   1924.78  1686.31    20.238   0.076  19.723   0.063  19.049   0.063  18.057   0.092
 2350   1958.83    17.76    20.188   0.075  19.730   0.061  18.789   0.059  17.534   0.070
 2351    164.67  1600.83    19.913   0.075  19.732   0.052  18.742   0.039  17.620   0.058
 2352    957.32  1075.40    20.293   0.088  19.732   0.045  18.812   0.038  17.790   0.068
 2353    951.41    95.67    20.122   0.080  19.735   0.042  18.605   0.044  17.186   0.034
 2354    202.26  1483.08    19.737   0.069  19.734   0.052  18.804   0.049  17.766   0.079
 2355   1254.15  1070.20    20.797   0.170  19.739   0.054  18.525   0.031  17.247   0.044
 2356    196.24  1309.01    20.260   0.103  19.734   0.042  18.876   0.052  17.594   0.059
 2357   2010.47   443.39    20.235   0.078  19.738   0.048  18.582   0.048  17.231   0.054
 2358   1803.51   797.81    20.395   0.098  19.738   0.046  18.607   0.037  17.274   0.048
 2359    736.94   290.86    20.089   0.081  19.735   0.049  18.854   0.053  17.534   0.040
 2360   1478.87   355.90    19.878   0.077  19.734   0.042  18.967   0.081  17.944   0.083
 2361   2019.01   986.79    20.043   0.109  19.740   0.054  18.701   0.042  17.340   0.051
 2362    275.90  1262.57    20.119   0.084  19.739   0.059  18.820   0.039  17.612   0.045
 2363   1225.45  1581.17    20.258   0.100  19.737   0.056  18.966   0.064  17.888   0.106
 2364   1433.66   465.77    19.944   0.073  19.741   0.064  18.739   0.039  17.645   0.053
 2365   1628.07   163.88    20.209   0.085  19.740   0.054  18.891   0.058  17.754   0.071
 2366    283.05  1693.59    20.168   0.093  19.742   0.058  18.777   0.050  17.677   0.065
 2367    402.02   324.71    20.706   0.142  19.748   0.053  18.548   0.039  17.123   0.040
 2368    589.56   516.67    19.884   0.067  19.745   0.058  18.790   0.052  17.733   0.066
 2369    877.42  1017.47    19.787   0.092  19.748   0.037  18.715   0.043  17.583   0.066
 2370    774.95   719.91    20.274   0.100  19.751   0.048  18.705   0.041  17.425   0.049
 2371   1379.87   226.52    19.914   0.069  19.750   0.060  18.814   0.044  17.945   0.059
 2372    791.27  1015.08    20.119   0.164  19.749   0.057  18.883   0.044  17.871   0.085
 2373    808.63  1196.25    20.325   0.112  19.749   0.051  18.849   0.056  17.900   0.049
 2374    246.29   352.71    20.612   0.092  19.752   0.035  18.777   0.044  17.439   0.046
 2375   1586.18  1012.98    20.350   0.116  19.750   0.061  18.922   0.052  17.851   0.077
 2376     34.30  1547.25    20.301   0.109  19.751   0.059  18.875   0.067  17.625   0.056
 2377   1673.60  1421.93    20.146   0.096  19.752   0.062  18.873   0.053  17.775   0.062
 2378    830.79  1197.85    19.805   0.062  19.754   0.053  18.773   0.049  17.769   0.074
 2379    871.91   835.93    20.010   0.075  19.753   0.059  18.837   0.045  17.465   0.044
 2380   2017.59  1972.17    20.235   0.123  19.751   0.058  19.011   0.057  17.925   0.057
 2381    208.86  1801.49    20.224   0.077  19.754   0.050  18.919   0.059  17.887   0.061
 2382    561.98   646.04    20.062   0.092  19.758   0.056  18.777   0.046  17.735   0.061
 2383    541.26   274.89    20.131   0.095  19.757   0.049  18.858   0.047  17.679   0.053
 2384    800.91  1592.45    20.320   0.108  19.760   0.054  18.759   0.038  17.691   0.046
 2385    774.41   990.66    20.012   0.106  19.760   0.049  18.892   0.057  17.742   0.045
 2386   1105.22   271.26    20.341   0.099  19.759   0.046  18.965   0.071  17.698   0.046
 2387   1731.77   725.24    20.398   0.099  19.767   0.053  18.585   0.038  17.281   0.037
 2388   1382.56  1935.12    19.757   0.069  19.763   0.054  18.853   0.057  17.734   0.068
 2389   1188.90  1820.01    20.295   0.104  19.763   0.054  18.945   0.049  17.808   0.079
 2390   1873.61   136.71    20.036   0.056  19.764   0.044  18.855   0.046  17.611   0.055
 2391    427.44   159.99    20.272   0.104  19.765   0.046  18.913   0.057  17.833   0.063
 2392    959.29  1895.96    19.951   0.074  19.769   0.059  18.738   0.051  17.535   0.065
 2393    906.98  2017.06    20.053   0.072  19.769   0.043  18.903   0.063  17.821   0.096
 2394    238.00   517.97    20.035   0.064  19.775   0.047  18.571   0.037  17.366   0.036
 2395    814.21   262.45    20.169   0.079  19.771   0.063  18.906   0.048  17.683   0.043
 2396    261.17   552.77    20.245   0.096  19.772   0.053  18.892   0.045  17.669   0.044
 2397   2011.69  1946.02    20.152   0.094  19.775   0.065  18.832   0.076  17.678   0.059
 2398    178.80  1669.12    19.945   0.122  19.775   0.049  18.918   0.057  17.914   0.062
 2399    384.30  1234.84    20.073   0.089  19.773   0.053  19.043   0.062  17.942   0.072
 2400   1001.84  1501.59    20.147   0.095  19.780   0.051  18.682   0.047  17.543   0.045
 2401    571.93  1840.55    19.985   0.070  19.777   0.059  18.965   0.060  17.966   0.071
 2402     93.65  1993.41    19.919   0.076  19.777   0.055  19.088   0.070  18.106   0.074
 2403     76.35   310.74    20.386   0.104  19.781   0.052  18.835   0.052  17.527   0.057
 2404     63.12  1122.86    20.431   0.099  19.787   0.060  18.520   0.055  17.219   0.037
 2405    773.22   363.29    20.106   0.094  19.781   0.032  18.868   0.064  17.664   0.047
 2406    237.95  1259.21    20.352   0.128  19.786   0.049  18.606   0.041  17.349   0.041
 2407    929.00  1117.91    20.264   0.121  19.781   0.065  18.912   0.053  17.746   0.046
 2408    714.97  1907.52    20.537   0.174  19.788   0.048  18.559   0.044  17.225   0.040
 2409    809.74  1363.84    20.260   0.117  19.783   0.041  18.976   0.060  17.930   0.077
 2410    814.02  1222.21    19.973   0.093  19.786   0.064  18.974   0.051  17.816   0.061
 2411   1543.80  1877.91    20.491   0.122  19.791   0.051  18.786   0.043  17.589   0.048
 2412   1523.53   660.09    20.102   0.071  19.788   0.049  18.994   0.049  17.879   0.059
 2413    321.51   835.46    20.166   0.127  19.792   0.056  18.772   0.052  17.747   0.073
 2414    248.32   466.16    20.443   0.092  19.796   0.046  18.701   0.041  17.464   0.055
 2415    677.45  1062.71    20.033   0.080  19.794   0.039  18.928   0.037  17.903   0.073
 2416    574.29  2028.78    20.055   0.092  19.792   0.050  19.081   0.076  17.966   0.073
 2417     54.13  1727.47    20.276   0.099  19.795   0.070  18.881   0.068  17.731   0.063
 2418   1462.15   101.45    20.061   0.064  19.798   0.055  18.879   0.045  17.597   0.050
 2419    657.67  2002.19    19.923   0.102  19.796   0.045  18.947   0.066  17.934   0.072
 2420   1996.65  1389.13    19.850   0.077  19.795   0.049  19.085   0.045  17.910   0.063
 2421   1495.36  1525.35    20.251   0.096  19.801   0.050  18.924   0.060  17.796   0.062
 2422   1202.66  1904.62    20.147   0.077  19.801   0.052  18.990   0.070  17.861   0.082
 2423    703.45  1190.30    20.134   0.078  19.801   0.064  18.952   0.045  18.078   0.078
 2424   1384.24   980.90    20.198   0.094  19.801   0.055  18.984   0.048  17.895   0.073
 2425   1319.73  1005.27    20.143   0.083  19.806   0.060  18.743   0.037  17.580   0.045
 2426   1099.04   266.49    20.145   0.100  19.810   0.047  18.779   0.068  17.633   0.060
 2427    532.18  1938.76    19.928   0.074  19.807   0.068  18.998   0.060  17.986   0.076
 2428    349.91  1196.04    20.379   0.106  19.808   0.064  18.897   0.045  17.766   0.066
 2429   1471.64   697.43    20.533   0.116  19.813   0.056  18.744   0.039  17.598   0.060
 2430    749.06   931.77    19.953   0.073  19.811   0.057  19.001   0.055  17.976   0.076
 2431   1581.59  1985.69    20.191   0.096  19.812   0.040  18.915   0.054  17.787   0.057
 2432     53.52  1141.14    20.026   0.083  19.815   0.078  18.834   0.055  17.809   0.076
 2433    325.54  1591.34    19.759   0.069  19.816   0.059  19.018   0.053  17.937   0.062
 2434    220.71   826.32    20.405   0.084  19.819   0.052  18.851   0.045  17.536   0.060
 2435    262.92   981.15    20.238   0.086  19.819   0.067  18.855   0.049  17.843   0.058
 2436   1574.27   313.56    20.305   0.118  19.817   0.054  18.996   0.050  17.709   0.056
 2437   1319.70  1796.67    20.068   0.088  19.821   0.052  19.011   0.050  17.962   0.072
 2438   1621.60  1399.24    20.709   0.158  19.830   0.069  18.559   0.037  17.037   0.030
 2439   1060.66   730.67    20.604   0.132  19.828   0.054  18.716   0.034  17.140   0.047
 2440   1962.35  1078.22    20.154   0.080  19.824   0.055  19.083   0.059  18.060   0.079
 2441   1569.28   701.83    20.074   0.063  19.835   0.049  19.051   0.064  18.017   0.082
 2442    836.74  1759.06    20.122   0.080  19.839   0.058  18.917   0.059  17.833   0.062
 2443   1597.60   425.84    20.231   0.095  19.841   0.058  18.839   0.047  17.628   0.042
 2444   1285.99   520.55    21.272   0.227  19.848   0.070  18.518   0.034  17.066   0.040
 2445    839.77   981.45    20.355   0.094  19.844   0.076  18.911   0.038  17.799   0.065
 2446   1570.15  1595.37    20.242   0.091  19.840   0.106  19.218   0.063  18.213   0.119
 2447     83.06  1137.12    20.134   0.081  19.846   0.058  18.870   0.059  17.748   0.078
 2448    848.07  1784.70    20.056   0.068  19.845   0.055  19.073   0.050  18.061   0.080
 2449   1792.57   397.93    20.336   0.108  19.850   0.065  18.792   0.046  17.603   0.067
 2450     44.88  1095.62    20.131   0.099  19.850   0.067  18.789   0.068  17.496   0.051
 2451    602.09   239.95    20.317   0.102  19.847   0.042  19.054   0.060  17.785   0.069
 2452    526.12   663.75    20.411   0.126  19.847   0.052  19.076   0.075  17.916   0.057
 2453   1037.10   543.78    20.088   0.075  19.849   0.060  18.981   0.060  17.739   0.062
 2454    482.96  1339.41    20.268   0.085  19.847   0.050  19.061   0.051  18.056   0.095
 2455    945.89  1287.24    20.579   0.125  19.854   0.060  18.848   0.048  17.600   0.055
 2456   1178.64  1982.87    20.523   0.121  19.853   0.049  18.895   0.047  17.946   0.064
 2457    394.76  1177.75    20.117   0.130  19.854   0.054  18.997   0.047  17.769   0.062
 2458    605.55   936.97    20.101   0.082  19.854   0.062  19.039   0.047  18.076   0.061
 2459    886.98  1893.99    20.097   0.106  19.855   0.065  19.044   0.081  18.273   0.080
 2460   1298.69  1880.82    20.451   0.126  19.856   0.061  19.028   0.075  17.736   0.080
 2461   1207.55   530.09    20.467   0.104  19.859   0.053  18.978   0.055  17.745   0.057
 2462   1231.89   712.03    20.259   0.075  19.859   0.052  19.115   0.062  18.049   0.095
 2463   1634.95  1445.93    19.977   0.072  19.861   0.052  18.973   0.051  17.846   0.064
 2464    481.61  1586.45    20.261   0.106  19.863   0.070  18.986   0.055  17.868   0.082
 2465   1460.36  1385.56    20.316   0.095  19.865   0.068  19.054   0.056  17.970   0.091
 2466   1120.49   246.34    20.359   0.105  19.870   0.059  18.842   0.052  17.539   0.048
 2467   1063.15  1844.63    20.342   0.130  19.866   0.076  19.076   0.057  17.892   0.072
 2468    582.03  1930.05    20.595   0.134  19.871   0.059  18.890   0.060  17.784   0.070
 2469    349.83   870.57    20.476   0.108  19.878   0.052  18.738   0.051  17.364   0.054
 2470   2023.26  1594.89    20.211   0.081  19.872   0.057  19.171   0.054  18.139   0.095
 2471    396.27   342.90    20.273   0.090  19.881   0.057  18.849   0.036  17.789   0.065
 2472    353.27   335.75    20.201   0.090  19.881   0.060  18.977   0.052  17.875   0.063
 2473    361.57   956.76    20.468   0.101  19.883   0.071  18.942   0.059  17.912   0.058
 2474   1164.91  1795.25    19.963   0.090  19.883   0.067  18.907   0.046  17.774   0.067
 2475    254.09  1405.30    20.534   0.138  19.882   0.061  19.050   0.064  17.717   0.053
 2476     97.16  1055.35    20.538   0.125  19.885   0.053  18.893   0.040  17.790   0.085
 2477   1615.09   682.98    20.027   0.065  19.884   0.047  19.083   0.056  18.005   0.055
 2478   1199.28  1271.70    20.108   0.151  19.886   0.062  19.161   0.044  18.014   0.082
 2479    311.95   121.87    20.284   0.081  19.891   0.053  19.090   0.062  17.852   0.062
 2480   1370.37   602.35    20.277   0.092  19.902   0.058  18.901   0.043  17.748   0.062
 2481   1207.33  1688.14    20.822   0.123  19.903   0.062  18.873   0.044  17.585   0.068
 2482   1181.64   779.23    20.286   0.094  19.897   0.055  19.338   0.060  18.372   0.103
 2483   1486.21  1820.29    20.420   0.096  19.903   0.073  19.043   0.073  17.866   0.059
 2484     54.94  1761.21    20.071   0.080  19.904   0.071  18.942   0.068  17.914   0.062
 2485   1395.79  1986.83    20.149   0.104  19.904   0.078  18.956   0.060  17.777   0.069
 2486   1470.73  1952.11    20.283   0.096  19.905   0.064  19.020   0.075  17.922   0.057
 2487   1279.66   672.47    20.418   0.090  19.906   0.056  18.950   0.049  17.708   0.056
 2488   1046.54   730.28    20.381   0.086  19.905   0.057  19.091   0.051  17.861   0.065
 2489    210.19    23.09    20.381   0.092  19.909   0.063  18.902   0.053  17.592   0.063
 2490    998.56   192.57    20.246   0.109  19.914   0.050  18.742   0.046  17.289   0.041
 2491    116.15   436.29    20.132   0.090  19.919   0.071  18.904   0.050  17.654   0.051
 2492    314.58   727.85    20.363   0.110  19.920   0.050  19.018   0.055  17.869   0.057
 2493    673.13  1090.13    20.158   0.083  19.924   0.059  18.884   0.054  17.647   0.069
 2494    768.72   627.74    20.261   0.085  19.920   0.062  19.179   0.056  18.058   0.055
 2495   1295.14   703.30    20.275   0.103  19.926   0.064  19.062   0.050  17.920   0.061
 2496   1460.86   943.78    20.099   0.071  19.926   0.050  19.080   0.060  18.050   0.083
 2497    934.78    45.59    20.237   0.074  19.926   0.051  19.205   0.063  17.900   0.075
 2498   1909.83  1869.04    20.089   0.074  19.926   0.071  19.221   0.087  18.363   0.099
 2499   1700.45   353.44    20.390   0.136  19.939   0.073  18.577   0.048  16.969   0.040
 2500    131.73  1501.88    20.328   0.121  19.932   0.065  19.069   0.058  17.873   0.087
 2501    936.72  1086.71    20.227   0.102  19.934   0.059  18.994   0.054  17.923   0.065
 2502   1882.26   482.33    20.265   0.121  19.939   0.050  18.906   0.049  17.710   0.063
 2503    277.61    68.92    20.213   0.097  19.941   0.051  18.872   0.045  17.531   0.058
 2504    947.60   526.02    20.388   0.090  19.941   0.058  18.940   0.039  17.732   0.050
 2505   1991.86    14.30    20.307   0.070  19.941   0.080  19.040   0.066  18.016   0.090
 2506    249.54   355.60    20.545   0.134  19.945   0.051  18.904   0.038  17.550   0.052
 2507   1572.81  1196.98    20.142   0.073  19.940   0.056  19.154   0.055  18.042   0.067
 2508   1740.35  1667.51    20.299   0.069  19.941   0.046  19.207   0.071  18.030   0.081
 2509   1148.77   240.61    20.314   0.065  19.944   0.059  19.081   0.070  17.729   0.059
 2510    635.13   303.51    20.520   0.109  19.947   0.068  19.013   0.056  17.766   0.061
 2511   1153.73   426.05    20.761   0.162  19.953   0.070  18.782   0.049  17.626   0.052
 2512    302.29   168.30    21.187   0.186  19.958   0.065  18.542   0.048  17.024   0.035
 2513   1127.04  1852.65    20.153   0.092  19.950   0.079  19.083   0.068  17.984   0.083
 2514   1799.34  1709.81    20.266   0.099  19.948   0.041  19.162   0.062  18.190   0.086
 2515   1132.03   844.45    20.190   0.094  19.954   0.060  18.958   0.067  17.809   0.054
 2516   1812.26   815.65    20.111   0.079  19.955   0.068  18.945   0.056  17.840   0.055
 2517   1413.22   913.79    20.295   0.101  19.954   0.066  19.057   0.055  17.862   0.062
 2518   1021.48   986.21    20.411   0.110  19.952   0.078  19.162   0.053  17.955   0.075
 2519   1088.36    53.43    20.408   0.089  19.958   0.065  18.807   0.055  17.501   0.047
 2520   1175.05  1299.22    20.317   0.099  19.955   0.071  19.018   0.052  18.082   0.073
 2521   1594.18  1896.70    20.004   0.087  19.953   0.078  19.192   0.064  18.224   0.106
 2522    994.00  1765.05    20.066   0.103  19.963   0.111  18.776   0.045  17.513   0.056
 2523   1709.28  1941.51    20.315   0.128  19.959   0.062  19.045   0.063  17.978   0.061
 2524     69.49   339.55    20.216   0.088  19.958   0.068  19.222   0.055  18.102   0.082
 2525   1027.64   974.36    20.294   0.089  19.963   0.051  19.074   0.070  17.819   0.068
 2526   1929.17    58.92    20.930   0.152  19.966   0.043  18.894   0.069  17.377   0.068
 2527   1906.88  1302.01    20.037   0.066  19.964   0.067  19.100   0.053  18.033   0.068
 2528   1697.98  1964.91    20.344   0.089  19.965   0.063  18.999   0.065  17.864   0.069
 2529   1140.61  1923.34    20.324   0.121  19.967   0.063  18.941   0.051  17.735   0.070
 2530   1574.99    52.51    20.082   0.076  19.966   0.061  19.042   0.059  17.825   0.063
 2531   1498.93   141.84    20.708   0.102  19.964   0.059  19.123   0.063  17.929   0.074
 2532   2023.64   178.15    20.407   0.084  19.966   0.076  19.081   0.057  17.746   0.070
 2533   2013.60  1876.47    20.342   0.100  19.963   0.060  19.235   0.074  18.214   0.098
 2534   1925.62  1497.53    20.332   0.118  19.968   0.114  18.993   0.125  17.792   0.075
 2535   2017.88   258.72    20.271   0.085  19.969   0.049  19.036   0.063  17.806   0.063
 2536    171.37   494.33    20.517   0.119  19.978   0.048  18.974   0.059  17.776   0.054
 2537   1973.08   439.08    20.882   0.160  19.981   0.061  18.862   0.039  17.405   0.048
 2538    832.15  1173.13    20.088   0.098  19.979   0.068  19.034   0.046  17.848   0.061
 2539    937.77  1305.47    20.213   0.104  19.976   0.067  19.182   0.060  18.177   0.087
 2540    647.69   519.15    20.416   0.101  19.983   0.051  18.903   0.038  17.644   0.057
 2541    923.24  1055.38    20.347   0.108  19.980   0.067  19.184   0.056  18.077   0.060
 2542   1146.26  1220.88    20.249   0.094  19.982   0.059  19.112   0.083  17.245   0.220
 2543    437.52   660.84    20.472   0.117  19.980   0.057  19.200   0.062  18.184   0.090
 2544   2025.81  1149.93    20.383   0.133  19.986   0.067  18.948   0.049  17.841   0.074
 2545    171.57   441.16    20.552   0.087  19.984   0.065  19.144   0.059  17.986   0.075
 2546   2001.58  1953.55    20.084   0.097  19.987   0.055  19.056   0.050  17.964   0.068
 2547   1137.11  1024.05    20.585   0.125  19.987   0.073  19.314   0.074  18.109   0.072
 2548   1432.52  1508.45    20.594   0.088  19.990   0.063  19.190   0.055  18.168   0.068
 2549   1321.16  1736.06    19.972   0.076  19.991   0.075  19.074   0.056  17.995   0.065
 2550    720.00  1124.59    20.304   0.098  19.992   0.078  19.213   0.068  18.085   0.085
 2551    119.16   262.53    20.270   0.103  19.999   0.058  18.818   0.051  17.542   0.064
 2552    692.79  1439.17    20.385   0.124  19.992   0.049  19.208   0.080  18.104   0.098
 2553    315.14  1920.95    20.222   0.108  19.992   0.071  19.310   0.106  18.259   0.096
 2554   1780.22  1013.45    20.440   0.100  19.990   0.068  19.450   0.070  18.624   0.148
 2555   1401.05   557.72    20.313   0.084  19.992   0.062  19.366   0.057  18.341   0.075
 2556   1932.50  2000.04    20.231   0.096  19.999   0.077  19.168   0.066  17.991   0.058
 2557   1911.71  1500.20    20.341   0.142  20.002   0.058  18.988   0.046  17.934   0.068
 2558    784.83  1427.50    20.503   0.119  19.999   0.072  19.216   0.067  18.344   0.090
 2559   1963.08   627.49    20.090   0.089  20.004   0.082  18.967   0.068  17.738   0.055
 2560   1781.03  1188.96    20.674   0.131  20.004   0.089  19.019   0.049  17.669   0.070
 2561   1345.53  1255.18    20.705   0.112  20.004   0.076  19.071   0.068  17.814   0.067
