
			NGC 7790 - Phelps & Janes 1994

star     x       y      V      B-V    U-B    dV   dBV   dUB   dP   nV nB nU
  922  632.30  521.51 16.898  1.081  0.435  0.00  0.00  0.00 0.12  1  1  1
  923  545.22  521.59 16.014  0.602  0.406  0.00  0.00  0.00 0.06  1  1  1
  924  935.66  522.12 17.323  0.871 99.999  0.00  0.00  0.00 0.03  1  1  0
  925  335.17  522.89 16.235  0.601  0.505  0.00  0.00  0.00 0.11  1  1  1
  926  239.23  524.03 19.367  1.189 99.999  0.00  0.00  0.00 0.32  1  1  0
  927  421.04  523.96 16.834  0.720  0.494  0.00  0.00  0.00 0.10  1  1  1
  928  266.68  524.04 16.850  0.892  0.431  0.00  0.00  0.00 0.11  1  1  1
  929  314.80  524.42 15.565  0.526  0.401  0.00  0.00  0.00 0.03  1  1  1
  930   38.55  525.78 16.980  1.120  0.729  0.00  0.00  0.00 0.21  1  1  1
  931  415.90  525.86 14.892  0.855  0.439  0.00  0.00  0.00 0.02  1  1  1
  932  525.16  526.04 15.992  0.770  0.437  0.00  0.00  0.00 0.05  1  1  1
  933  935.42  526.21 18.678  1.086 99.999  0.00  0.00  0.00 0.16  1  1  0
  934   58.24  526.57 19.103  1.583 99.999  0.00  0.00  0.00 0.41  1  1  0
  935  710.46  526.60 19.111  1.444 99.999  0.00  0.00  0.00 0.15  1  1  0
  936  308.15  526.73 18.692  0.949 99.999  0.00  0.00  0.00 0.10  1  1  0
  937  188.12  527.51 19.118  1.284 99.999  0.00  0.00  0.00 0.10  1  1  0
  938  427.83  528.08 19.156  1.340 99.999  0.00  0.00  0.00 0.18  1  1  0
  939  145.54  528.33 17.933  1.064  0.579  0.00  0.00  0.00 0.22  1  1  1
  940  390.75  528.88 16.561  0.694  0.353  0.00  0.00  0.00 0.05  1  1  1
  941  163.09  528.88 19.850  1.182 99.999  0.00  0.00  0.00 0.14  1  1  0
  942  204.63  529.48 19.180  1.106 -0.377  0.00  0.00  0.00 0.20  1  1  1
  943  678.90  529.61 18.447  1.557 99.999  0.00  0.00  0.00 0.18  1  1  0
  944  244.95  529.87 16.886  1.570 99.999  0.00  0.00  0.00 0.04  1  1  0
  945  377.21  531.18 18.946  1.386 99.999  0.00  0.00  0.00 0.01  1  1  0
  946  889.46  532.58 18.552  0.838 99.999  0.00  0.00  0.00 0.10  1  1  0
  947  457.79  532.61 16.453  0.884  0.500  0.00  0.00  0.01 0.07  2  2  2
  948  885.65  532.98 18.630  1.483 99.999  0.00  0.00  0.00 0.05  1  1  0
  949  901.51  533.76 18.548  0.749 99.999  0.00  0.00  0.00 0.10  1  1  0
  950  957.67  533.82 16.849  0.887  0.460  0.00  0.00  0.00 0.09  1  1  1
  951  729.62  534.41 19.290  1.083 -0.684  0.00  0.00  0.00 0.22  1  1  1
  952  567.79  535.41 17.563  0.986  0.171  0.00  0.00  0.00 0.06  1  1  1
  953  344.47  535.64 18.937  1.657 99.999  0.00  0.00  0.00 0.13  1  1  0
  954   73.69  536.03 17.525  0.922  0.279  0.00  0.00  0.00 0.23  1  1  1
  955  687.56  536.16 16.478  0.625  0.439  0.00  0.00  0.00 0.09  1  1  1
  956  773.26  536.40 18.041  1.048 99.999  0.00  0.00  0.00 0.29  1  1  0
  957  528.71  536.30 19.350  0.981 99.999  0.00  0.00  0.00 0.31  1  1  0
  958  384.51  536.80 18.159  0.979  0.512  0.00  0.00  0.00 0.20  1  1  1
  959  778.55  537.02 14.750  0.338  0.025  0.00  0.00  0.00 0.12  1  1  1
  960   34.70  537.87 17.907  0.948  0.886  0.00  0.00  0.00 0.43  1  1  1
  961  471.88  538.93 17.865  1.092 99.999  0.00  0.00  0.00 0.04  2  2  0
  962  899.79  539.00 19.254  0.931 99.999  0.00  0.00  0.00 0.23  1  1  0
  963  703.64  540.15 19.597  1.225 99.999  0.00  0.00  0.00 0.33  1  1  0
  964  823.42  540.66 17.890  0.988 99.999  0.00  0.00  0.00 0.03  1  1  0
  965  211.39  540.86 19.143  1.003 99.999  0.00  0.00  0.00 0.28  1  1  0
  966  564.83  540.84 19.038  1.198 99.999  0.00  0.00  0.00 0.16  1  1  0
  967  323.31  540.96 16.574  0.880  0.468  0.00  0.00  0.00 0.14  1  1  1
  968  367.43  541.52 14.872  1.571  1.504  0.00  0.00  0.00 0.02  1  1  1
  969  298.15  542.14 15.111  0.464  0.241  0.00  0.00  0.00 0.06  1  1  1
  970  236.75  542.68 16.718  1.774 99.999  0.00  0.00  0.00 0.04  1  1  0
  971  427.92  543.63 16.278  0.602  0.458  0.00  0.00  0.00 0.05  1  1  1
  972  270.46  544.05 19.463  1.456 99.999  0.00  0.00  0.00 0.34  1  1  0
  973  455.12  544.03 15.795  0.586  0.417  0.00  0.00  0.01 0.05  2  2  2
  974  486.73  544.75 17.999  0.927  1.088  0.00  0.00  0.02 0.04  2  2  2
  975  378.71  544.73 15.281  0.573  0.403  0.00  0.00  0.00 0.06  1  1  1
  976  390.37  545.05 16.549  0.712  0.432  0.00  0.00  0.00 0.09  1  1  1
  977  214.53  545.54 18.586  0.959 99.999  0.00  0.00  0.00 0.19  1  1  0
  978  403.81  545.71 17.810  0.962 99.999  0.00  0.00  0.00 0.07  1  1  0
  979  146.09  545.95 18.349  1.005 99.999  0.00  0.00  0.00 0.28  1  1  0
  980  384.31  546.88 18.528  0.955 99.999  0.00  0.00  0.00 0.14  1  1  0
  981  149.27  547.25 17.367  0.977  0.628  0.00  0.00  0.00 0.17  1  1  1
  982  388.87  547.22 18.432  0.735 99.999  0.00  0.00  0.00 0.27  1  1  0
  983  420.70  547.44 17.232  1.690 99.999  0.00  0.00  0.00 0.04  1  1  0
  984  120.32  547.59 18.440  1.229 99.999  0.00  0.00  0.00 0.11  1  1  0
  985  252.69  548.09 18.704  1.003 99.999  0.00  0.00  0.00 0.19  1  1  0
  986   56.82  548.92 19.062  1.763 99.999  0.00  0.00  0.00 0.20  1  1  0
  987  738.28  549.24 17.498  0.912  0.450  0.00  0.00  0.00 0.33  1  1  1
  988  821.20  550.15 18.446  1.135 99.999  0.00  0.00  0.00 0.19  1  1  0
  989  209.64  550.60 17.699  1.172 99.999  0.00  0.00  0.00 0.02  1  1  0
  990   80.15  551.25 14.183  1.283  1.100  0.00  0.00  0.00 0.09  1  1  1
  991  701.33  551.40 17.831  1.024 99.999  0.00  0.00  0.00 0.09  1  1  0
  992   13.96  552.61 19.415  1.472 99.999  0.00  0.00  0.00 0.34  1  1  0
  993   85.37  552.55 18.331  1.087 99.999  0.00  0.00  0.00 0.12  1  1  0
  994  942.56  553.04 16.581  0.671  0.398  0.00  0.00  0.00 0.05  1  1  1
  995  397.07  553.60 19.267  0.969 99.999  0.00  0.00  0.00 0.23  1  1  0
  996  390.84  553.80 18.318  1.190 99.999  0.00  0.00  0.00 0.07  1  1  0
  997  611.97  553.96 17.199  0.997  0.293  0.00  0.00  0.00 0.09  1  1  1
  998  192.55  554.24 17.117  0.970  0.382  0.00  0.00  0.00 0.08  1  1  1
  999  452.22  554.46 17.733  1.009  0.760  0.03  0.04  0.00 0.22  2  2  1
 1000  252.65  554.59 18.110  0.906  0.983  0.00  0.00  0.00 0.30  1  1  1
 1001  500.61  554.63 18.089  1.266 99.999  0.00  0.00  0.00 0.04  2  1  0
 1002  545.85  554.80 20.246  1.193 99.999  0.00  0.00  0.00 0.28  1  1  0
 1003  647.16  554.78 18.788  1.105 99.999  0.00  0.00  0.00 0.21  1  1  0
 1004  474.07  555.30 15.360  0.500  0.282  0.00  0.00  0.00 0.05  2  2  2
 1005  636.99  555.59 18.950  1.066 99.999  0.00  0.00  0.00 0.06  1  1  0
 1006  262.18  555.69 15.747  0.551  0.346  0.00  0.00  0.00 0.09  1  1  1
 1007  269.34  555.82 17.386  1.176 99.999  0.00  0.00  0.00 0.01  1  1  0
 1008  583.83  556.51 19.871  1.125 99.999  0.00  0.00  0.00 0.07  1  1  0
 1009  693.02  557.62 17.830  1.516 99.999  0.00  0.00  0.00 0.04  1  1  0
 1010  258.45  557.87 19.086  1.091 99.999  0.00  0.00  0.00 0.20  1  1  0
 1011  149.57  558.31 16.472  0.952  0.455  0.00  0.00  0.00 0.10  1  1  1
 1012   51.16  559.07 16.168  0.638  0.512  0.00  0.00  0.00 0.11  1  1  1
 1013  798.87  559.27 18.737  1.104 99.999  0.00  0.00  0.00 0.07  1  1  0
 1014  807.29  559.60 17.638  0.924  0.244  0.00  0.00  0.00 0.37  1  1  1
 1015  406.14  560.13 12.683  0.366 -0.181  0.00  0.00  0.00 0.03  1  1  1
 1016  647.32  561.27 19.147  1.223 99.999  0.00  0.00  0.00 0.12  1  1  0
 1017   83.46  561.62 19.253  1.179 99.999  0.00  0.00  0.00 0.04  1  1  0
 1018  618.12  563.01 17.908  0.906  0.242  0.00  0.00  0.00 0.18  1  1  1
 1019  313.15  563.09 19.719  1.616 99.999  0.00  0.00  0.00 0.06  1  1  0
 1020  328.37  563.76 16.971  0.891  0.531  0.00  0.00  0.00 0.15  1  1  1
 1021  303.76  563.91 18.420  1.239 99.999  0.00  0.00  0.00 0.14  1  1  0
 1022  688.74  564.12 18.926  1.906 99.999  0.00  0.00  0.00 0.28  1  1  0
 1023  271.08  564.17 18.655  1.191 99.999  0.00  0.00  0.00 0.16  1  1  0
 1024  472.59  564.09 16.343  0.692  0.575  0.00  0.00  0.00 0.16  2  2  2
 1025  501.32  564.24 13.484  0.435  0.016  0.00  0.00  0.00 0.03  2  2  2
 1026   36.39  564.45 19.095  1.203 99.999  0.00  0.00  0.00 0.27  1  1  0
 1027  483.74  564.58 17.738  1.026 99.999  0.00  0.00  0.00 0.06  2  2  0
 1028  528.82  564.66 18.480  0.996 99.999  0.00  0.00  0.00 0.12  1  1  0
 1029  214.41  564.68 17.186  1.246  1.222  0.00  0.00  0.00 0.10  1  1  1
 1030  615.62  564.92 18.848  1.382 99.999  0.00  0.00  0.00 0.45  1  1  0
 1031  260.94  565.18 18.849  1.161  0.103  0.00  0.00  0.00 0.28  1  1  1
 1032  539.93  565.41 17.552  0.996  0.560  0.00  0.00  0.00 0.20  1  1  1
 1033  522.86  565.83 17.008  1.412  1.762  0.00  0.00  0.00 0.37  1  1  1
 1034  569.07  565.97 18.927  1.170 99.999  0.00  0.00  0.00 0.28  1  1  0
 1035  490.45  566.21 16.770  0.900 99.999  0.01  0.01  0.00 0.06  2  2  0
 1036  496.05  566.42 14.363  0.420 -0.025  0.00  0.00  0.00 0.04  2  2  2
 1037  474.79  566.70 17.855  0.955  0.247  0.01  0.02  0.02 0.26  2  2  2
 1038  921.62  566.60 14.607  2.074  3.002  0.00  0.00  0.00 0.15  1  1  1
 1039  906.72  566.51 15.988  0.697  0.580  0.00  0.00  0.00 0.10  1  1  1
 1040  219.46  566.92 19.296  0.911 99.999  0.00  0.00  0.00 0.10  1  1  0
 1041  840.64  567.08 16.320  0.952  0.312  0.00  0.00  0.00 0.06  1  1  1
 1042  462.27  567.15 13.052  0.389 -0.053  0.00  0.00  0.00 0.05  2  2  2
 1043  186.38  567.81 17.846  1.439 99.999  0.00  0.00  0.00 0.08  1  1  0
 1044  548.49  567.97 19.286  0.470 99.999  0.00  0.00  0.00 0.69  1  1  0
 1045  868.24  568.12 18.390  0.891 99.999  0.00  0.00  0.00 0.09  1  1  0
 1046  945.33  568.48 19.541  1.823 99.999  0.00  0.00  0.00 0.33  1  1  0
 1047  340.66  568.65 19.434  1.161 99.999  0.00  0.00  0.00 0.17  1  1  0
 1048  403.47  568.87 15.302  0.492  0.300  0.00  0.00  0.00 0.08  1  1  1
 1049  714.56  569.54 20.100  0.927 99.999  0.00  0.00  0.00 0.51  1  1  0
 1050  147.48  569.56 19.138  1.205 99.999  0.00  0.00  0.00 0.17  1  1  0
 1051  781.56  570.19 19.259  1.369 99.999  0.00  0.00  0.00 0.44  1  1  0
 1052  364.03  570.45 17.486  0.907  0.343  0.00  0.00  0.00 0.27  1  1  1
 1053  731.64  572.10 16.411  0.907  0.474  0.00  0.00  0.00 0.11  1  1  1
 1054    9.17  572.82 18.344  1.124  0.253  0.00  0.00  0.00 0.44  1  1  1
 1055  349.34  573.56 17.998  0.987  0.612  0.00  0.00  0.00 0.11  1  1  1
 1056  244.47  574.23 18.688  1.203 99.999  0.00  0.00  0.00 0.09  1  1  0
 1057  512.68  574.70 17.340  0.986 99.999  0.00  0.00  0.00 0.06  1  1  0
 1058  571.90  575.21 19.974  1.380 99.999  0.00  0.00  0.00 0.37  1  1  0
 1059  780.95  575.64 15.978  0.587  0.389  0.00  0.00  0.00 0.06  1  1  1
 1060  548.50  575.86 13.261  0.679  0.215  0.00  0.00  0.00 0.02  1  1  1
 1061  422.79  575.94 12.661  0.394 -0.138  0.00  0.00  0.00 0.03  1  1  1
 1062  384.52  576.23 17.030  0.969  0.562  0.00  0.00  0.00 0.10  1  1  1
 1063  290.13  577.49 17.885  1.512 99.999  0.00  0.00  0.00 0.20  1  1  0
 1064  580.19  577.48 16.934  0.791  0.492  0.00  0.00  0.00 0.06  1  1  1
 1065  506.08  577.91 19.850  1.590 99.999  0.02  0.04  0.00 0.22  2  2  0
 1066  759.94  578.10 18.368  1.229  0.461  0.00  0.00  0.00 0.13  1  1  1
 1067  473.59  578.11 18.082  0.828 99.999  0.01  0.02  0.00 0.09  2  2  0
 1068   78.26  578.39 17.121  1.070  0.547  0.00  0.00  0.00 0.10  1  1  1
 1069  692.63  578.80 17.125  0.962  0.440  0.00  0.00  0.00 0.20  1  1  1
 1070  701.35  579.24 20.099  1.304 99.999  0.00  0.00  0.00 0.35  1  1  0
 1071  767.56  579.51 16.477  0.725  0.491  0.00  0.00  0.00 0.03  1  1  1
 1072  866.20  580.46 19.720  1.283 99.999  0.00  0.00  0.00 0.44  1  1  0
 1073  474.60  580.72 15.635  0.555  0.257  0.00  0.01  0.00 0.10  2  2  2
 1074  786.47  583.29 19.749  1.090 99.999  0.00  0.00  0.00 0.38  1  1  0
 1075  934.57  583.39 17.916  1.041 99.999  0.00  0.00  0.00 0.07  1  1  0
 1076  422.79  583.39 13.457  0.392 -0.071  0.00  0.00  0.00 0.03  1  1  1
 1077  188.14  585.66 20.186  0.879 99.999  0.00  0.00  0.00 0.35  1  1  0
 1078  790.19  585.79 19.425  1.104 99.999  0.00  0.00  0.00 0.61  1  1  0
 1079  430.18  585.90 13.111  0.375 -0.148  0.00  0.00  0.00 0.02  1  1  1
 1080  733.56  586.40 18.457  1.589 99.999  0.00  0.00  0.00 0.13  1  1  0
 1081  172.88  586.80 17.827  1.350 99.999  0.00  0.00  0.00 0.09  1  1  0
 1082  696.85  587.14 19.429  1.274 99.999  0.00  0.00  0.00 0.13  1  1  0
 1083  490.95  587.83 15.647  0.521  0.343  0.00  0.00  0.00 0.06  2  2  2
 1084  915.16  587.88 17.499  0.983  0.452  0.00  0.00  0.00 0.18  1  1  1
 1085  781.60  588.40 18.675  1.193 99.999  0.00  0.00  0.00 0.20  1  1  0
 1086  551.97  589.11 16.726  0.756  0.447  0.00  0.00  0.00 0.12  1  1  1
 1087  475.57  590.21 13.120  0.378 -0.104  0.00  0.00  0.00 0.04  2  2  2
 1088  947.05  590.36 18.898  1.157 99.999  0.00  0.00  0.00 0.23  1  1  0
 1089  251.22  591.05 19.273  1.902 99.999  0.00  0.00  0.00 0.22  1  1  0
 1090  834.45  591.25 18.316  0.904 99.999  0.00  0.00  0.00 0.07  1  1  0
 1091  143.67  591.44 17.902  0.960 99.999  0.00  0.00  0.00 0.04  1  1  0
 1092  261.25  591.66 14.957  1.577  1.242  0.00  0.00  0.00 0.05  1  1  1
 1093  931.03  591.78 15.619  1.041  0.727  0.00  0.00  0.00 0.04  1  1  1
 1094  350.11  591.98 15.709  1.435  1.621  0.00  0.00  0.00 0.16  1  1  1
 1095   37.56  592.92 18.773  1.207 99.999  0.00  0.00  0.00 0.27  1  1  0
 1096  666.53  593.39 15.968  1.653  1.467  0.00  0.00  0.00 0.20  1  1  1
 1097  824.97  593.68 19.855  1.010 99.999  0.00  0.00  0.00 0.26  1  1  0
 1098  660.39  594.40 19.786  1.598 99.999  0.00  0.00  0.00 0.21  1  1  0
 1099  134.10  594.84 19.134  1.165 99.999  0.00  0.00  0.00 0.05  1  1  0
 1100  752.41  595.40 17.617  1.069 99.999  0.00  0.00  0.00 0.04  1  1  0
 1101  528.15  596.91 15.944  0.580  0.483  0.00  0.00  0.00 0.07  1  1  1
 1102  478.83  597.21 17.105  0.757  0.332  0.04  0.06  0.14 0.26  2  2  2
 1103  738.25  597.61 18.825  1.190 99.999  0.00  0.00  0.00 0.29  1  1  0
 1104  862.18  597.55 17.880  1.313 99.999  0.00  0.00  0.00 0.06  1  1  0
 1105  595.46  598.08 19.833  1.628 99.999  0.00  0.00  0.00 0.43  1  1  0
 1106  789.80  598.19 18.802  1.125 99.999  0.00  0.00  0.00 0.18  1  1  0
 1107  404.86  598.16 18.062  0.990 99.999  0.00  0.00  0.00 0.05  1  1  0
 1108  901.98  599.13 18.282  1.451 99.999  0.00  0.00  0.00 0.01  1  1  0
 1109  471.35  599.17 14.769  0.438  0.067  0.00  0.00  0.01 0.03  2  2  2
 1110  311.10  599.92 19.263  1.455 99.999  0.00  0.00  0.00 0.33  1  1  0
 1111  551.09  599.99 19.812  1.614 99.999  0.00  0.00  0.00 0.44  1  1  0
 1112  634.08  600.67 19.650  1.186 99.999  0.00  0.00  0.00 0.11  1  1  0
 1113  909.92  600.71 16.841  0.911  0.528  0.00  0.00  0.00 0.13  1  1  1
 1114  430.47  600.95 14.606  0.461  0.109  0.00  0.00  0.00 0.03  1  1  1
 1115  121.66  601.43 17.125  0.767  0.425  0.00  0.00  0.00 0.20  1  1  1
 1116  895.87  601.59 18.324  1.552 99.999  0.00  0.00  0.00 0.12  1  1  0
 1117  217.19  601.60 16.584  0.780  0.483  0.00  0.00  0.00 0.04  1  1  1
 1118  528.47  602.33 19.362  1.317 99.999  0.00  0.00  0.00 0.25  1  1  0
 1119  744.52  602.45 13.529  0.811  0.445  0.00  0.00  0.00 0.02  1  1  1
 1120   19.51  602.85 18.245  1.133 99.999  0.00  0.00  0.00 0.06  1  1  0
 1121   61.13  602.99 19.271  1.224 99.999  0.00  0.00  0.00 0.34  1  1  0
 1122  808.41  603.61 19.673  1.107 99.999  0.00  0.00  0.00 0.26  1  1  0
 1123  395.52  603.92 16.000  0.540  0.412  0.00  0.00  0.00 0.06  1  1  1
 1124   63.72  605.32 18.255  0.966 99.999  0.00  0.00  0.00 0.11  1  1  0
 1125  942.33  605.98 18.326  1.295 99.999  0.00  0.00  0.00 0.16  1  1  0
 1126  590.59  606.67 17.400  0.878  0.323  0.00  0.00  0.00 0.06  1  1  1
 1127   47.23  608.02 13.420  1.471  1.439  0.00  0.00  0.00 0.13  1  1  1
 1128  554.71  607.97 16.057  1.115  0.889  0.00  0.00  0.00 0.04  1  1  1
 1129  266.45  608.47 19.729  1.133 99.999  0.00  0.00  0.00 0.18  1  1  0
 1130  945.07  608.38 16.521  1.560 99.999  0.00  0.00  0.00 0.03  1  1  0
 1131  379.87  608.48 15.691  0.552  0.345  0.00  0.00  0.00 0.07  1  1  1
 1132  316.19  608.92 16.977  1.273  0.857  0.00  0.00  0.00 0.35  1  1  1
 1133  462.99  609.22 17.170  0.982  0.529  0.03  0.04  0.03 0.18  2  2  2
 1134  691.87  610.12 15.489  0.555  0.329  0.00  0.00  0.00 0.06  1  1  1
 1135  310.30  611.98 18.082  0.984 99.999  0.00  0.00  0.00 0.06  1  1  0
 1136  462.71  612.11 19.073  1.407 99.999  0.01  0.01  0.00 0.23  2  1  0
 1137  466.59  613.03 17.213  0.752  0.476  0.00  0.00  0.01 0.27  2  2  2
 1138  628.99  613.55 19.283  1.232 99.999  0.00  0.00  0.00 0.09  1  1  0
 1139  453.25  613.94 18.978  0.766 99.999  0.04  0.06  0.00 0.29  2  2  0
 1140  835.31  613.87 19.689  1.002 99.999  0.00  0.00  0.00 0.28  1  1  0
 1141  372.91  616.03 18.803  1.264 99.999  0.00  0.00  0.00 0.23  1  1  0
 1142  307.73  616.21 18.726  1.352 99.999  0.00  0.00  0.00 0.10  1  1  0
 1143  690.33  616.38 16.434  0.864  0.346  0.00  0.00  0.00 0.05  1  1  1
 1144   12.70  616.91 16.572  0.624  0.361  0.00  0.00  0.00 0.16  1  1  1
 1145  106.55  617.56 16.281  0.933  0.412  0.00  0.00  0.00 0.21  1  1  1
 1146  202.17  617.46 16.940  1.669 99.999  0.00  0.00  0.00 0.04  1  1  0
 1147  858.62  617.79 18.383  0.967 99.999  0.00  0.00  0.00 0.12  1  1  0
 1148  392.26  618.11 18.854  1.204 99.999  0.00  0.00  0.00 0.08  1  1  0
 1149  238.60  619.28 15.731  0.793  0.447  0.00  0.00  0.00 0.07  1  1  1
 1150  454.36  619.90 14.554  1.518  1.406  0.00  0.00  0.00 0.09  2  2  2
 1151  865.09  620.09 16.160  0.664  0.515  0.00  0.00  0.00 0.09  1  1  1
 1152   54.47  621.41 17.013  1.222 99.999  0.00  0.00  0.00 0.07  1  1  0
 1153  204.42  622.31 17.656  1.260 99.999  0.00  0.00  0.00 0.17  1  1  0
 1154  575.91  622.69 16.362  0.912  0.445  0.00  0.00  0.00 0.05  1  1  1
 1155  174.77  623.76 16.661  0.754  0.413  0.00  0.00  0.00 0.06  1  1  1
 1156  325.20  624.35 19.852  1.491 99.999  0.00  0.00  0.00 0.30  1  1  0
 1157  705.47  625.28 19.190  1.228 99.999  0.00  0.00  0.00 0.08  1  1  0
 1158  139.45  625.77 20.809  0.729 99.999  0.00  0.00  0.00 0.32  1  1  0
 1159  363.26  625.90 17.685  0.901  0.316  0.00  0.00  0.00 0.22  1  1  1
 1160  688.31  626.07 16.484  0.643  0.596  0.00  0.00  0.00 0.07  1  1  1
 1161  865.83  626.97 14.905  0.720  0.389  0.00  0.00  0.00 0.03  1  1  1
 1162  211.89  627.61 19.131  1.194 99.999  0.00  0.00  0.00 0.13  1  1  0
 1163   33.73  627.80 18.598  1.453 99.999  0.00  0.00  0.00 0.10  1  1  0
 1164  925.47  628.02 17.334  1.005  0.259  0.00  0.00  0.00 0.10  1  1  1
 1165  569.33  629.16 14.990  0.801  0.311  0.00  0.00  0.00 0.03  1  1  1
 1166  171.11  629.40 18.980  1.442 99.999  0.00  0.00  0.00 0.05  1  1  0
 1167  466.24  629.42 15.782  0.935  0.406  0.00  0.00  0.00 0.06  2  2  2
 1168  911.09  629.45 18.463  1.452 99.999  0.00  0.00  0.00 0.14  1  1  0
 1169  545.29  629.58 17.168  1.111  0.888  0.00  0.00  0.00 0.25  1  1  1
 1170  317.16  629.70 19.779  1.561 99.999  0.00  0.00  0.00 0.29  1  1  0
 1171  827.98  630.34 19.423  1.561 99.999  0.00  0.00  0.00 0.25  1  1  0
 1172  509.69  630.23 19.095  1.687 99.999  0.03  0.04  0.00 0.24  2  2  0
 1173  113.17  630.75 20.520  0.828 99.999  0.00  0.00  0.00 0.07  1  1  0
 1174  433.10  630.77 13.320  0.375 -0.078  0.00  0.00  0.00 0.04  1  1  1
 1175  209.30  630.99 19.398  0.831 99.999  0.00  0.00  0.00 0.15  1  1  0
 1176  406.68  631.55 13.490  0.382 -0.011  0.00  0.00  0.00 0.05  1  1  1
 1177  596.27  632.09 16.812  1.271  1.194  0.00  0.00  0.00 0.10  1  1  1
 1178  446.66  632.68 18.193  1.041 99.999  0.00  0.00  0.00 0.09  1  1  0
 1179  689.23  632.80 16.109  0.790  0.581  0.00  0.00  0.00 0.10  1  1  1
 1180  116.89  632.81 16.048  1.486  1.282  0.00  0.00  0.00 0.08  1  1  1
 1181  881.46  633.31 18.002  0.973 99.999  0.00  0.00  0.00 0.07  1  1  0
 1182  695.48  633.45 19.481  1.389 99.999  0.00  0.00  0.00 0.19  1  1  0
 1183  253.58  633.85 20.101  1.120 99.999  0.00  0.00  0.00 0.38  1  1  0
 1184  466.24  634.52 18.485  1.024 99.999  0.01  0.01  0.00 0.12  2  2  0
 1185   80.47  636.08 17.946  1.051 99.999  0.00  0.00  0.00 0.07  1  1  0
 1186  176.35  636.14 19.046  0.928 99.999  0.00  0.00  0.00 0.04  1  1  0
 1187  358.32  636.56 14.531  0.476  0.132  0.00  0.00  0.00 0.03  1  1  1
 1188  858.44  636.84 14.980  0.458  0.186  0.00  0.00  0.00 0.05  1  1  1
 1189  487.93  637.48 16.764  0.778  0.549  0.00  0.00  0.00 0.20  2  2  2
 1190  953.79  637.49 17.163  0.604  0.401  0.00  0.00  0.00 0.13  1  1  1
 1191  904.08  638.14 20.031  1.157 99.999  0.00  0.00  0.00 0.12  1  1  0
 1192  550.35  638.26 19.027  1.326 99.999  0.00  0.00  0.00 0.21  1  1  0
 1193   24.82  638.28 16.188  0.940  0.485  0.00  0.00  0.00 0.12  1  1  1
 1194  674.10  638.30 19.373  1.260 99.999  0.00  0.00  0.00 0.22  1  1  0
 1195  587.13  638.41 16.866  0.755  0.461  0.00  0.00  0.00 0.03  1  1  1
 1196  680.46  639.13 20.167  0.956 99.999  0.00  0.00  0.00 0.28  1  1  0
 1197  957.34  640.14 18.807  1.004 99.999  0.00  0.00  0.00 0.09  1  1  0
 1198  835.03  640.93 16.929  0.911  0.389  0.00  0.00  0.00 0.08  1  1  1
 1199  500.56  641.20 16.644  0.801  0.423  0.01  0.02  0.00 0.03  2  2  2
 1200  239.57  641.97 18.705  1.071 99.999  0.00  0.00  0.00 0.19  1  1  0
 1201  553.29  641.95 15.988  1.198 99.999  0.00  0.00  0.00 0.09  1  1  0
 1202  648.28  642.36 17.042  1.042  0.530  0.00  0.00  0.00 0.11  1  1  1
 1203  523.47  642.92 19.208  1.499 99.999  0.00  0.00  0.00 0.32  1  1  0
 1204  375.10  644.02 16.104  0.627  0.556  0.00  0.00  0.00 0.04  1  1  1
 1205  500.91  644.21 19.799  0.775 99.999  0.00  0.00  0.00 0.22  1  1  0
 1206  706.34  644.26 17.469  1.044  0.490  0.00  0.00  0.00 0.36  1  1  1
 1207  724.48  645.34 13.412  1.501  1.640  0.00  0.00  0.00 0.02  1  1  1
 1208  492.06  645.96 18.351  0.821 99.999  0.02  0.04  0.00 0.19  2  2  0
 1209  494.22  646.59 17.847  1.119 99.999  0.02  0.03  0.00 0.10  2  2  0
 1210  292.75  647.76 17.938  0.908  0.480  0.00  0.00  0.00 0.24  1  1  1
 1211  552.15  648.35 16.879  0.734  0.473  0.00  0.00  0.00 0.20  1  1  1
 1212  289.60  648.47 19.113  1.189 99.999  0.00  0.00  0.00 0.15  1  1  0
 1213  798.56  649.10 19.493  1.507 99.999  0.00  0.00  0.00 0.22  1  1  0
 1214  541.01  649.12 16.541  0.680  0.296  0.00  0.00  0.00 0.05  1  1  1
 1215  203.45  650.13 18.062  1.018  0.881  0.00  0.00  0.00 0.41  1  1  1
 1216   59.38  650.31 18.431  1.504 99.999  0.00  0.00  0.00 0.18  1  1  0
 1217  572.61  650.44 18.227  1.090  0.375  0.00  0.00  0.00 0.27  1  1  1
 1218  415.11  650.64 18.993  1.333 99.999  0.00  0.00  0.00 0.31  1  1  0
 1219  822.63  650.80 19.965  1.400 99.999  0.00  0.00  0.00 0.28  1  1  0
 1220  196.71  651.43 19.302  1.368 99.999  0.00  0.00  0.00 0.25  1  1  0
 1221  355.60  651.96 19.316  1.446 99.999  0.00  0.00  0.00 0.13  1  1  0
 1222  465.21  652.81 19.832  0.929 99.999  0.03  0.04  0.00 0.27  2  2  0
 1223  434.78  653.15 17.411  0.966  0.477  0.00  0.00  0.00 0.30  1  1  1
 1224  711.02  653.60 19.955  0.919 99.999  0.00  0.00  0.00 0.69  1  1  0
 1225  906.41  653.64 15.564  1.470  1.315  0.00  0.00  0.00 0.16  1  1  1
